FECHA;AGUASCALIENTES;BAJA CALIFORNIA;BAJA CALIFORNIA SUR;CAMPECHE;COAHUILA;COLIMA;CHIAPAS;CHIHUAHUA;CDMX;DURANGO;GUANAJUATO;GUERRERO;HIDALGO;JALISCO;ESTADO DE MÉXICO;MICHOACÁN;MORELOS;NAYARIT;NUEVO LEÓN;OAXACA;PUEBLA;QUERÉTARO;QUINTANA ROO;SAN LUIS POTOSÍ;SINALOA;SONORA;TABASCO;TAMAULIPAS;TLAXCALA;VERACRUZ;YUCATÁN;ZACATECAS
31/01/1985;4.90;12.20;30.30;20.90;40.70;8.10;107.30;54.60;1.10;61.30;1.40;15.80;22.50;7.10;3.50;1.40;2.80;60.80;36.60;10.90;12.10;2.80;64.70;12.40;115.60;44.80;189.30;25.20;2.90;22.80;56.20;20.50
28/02/1985;1.60;23.60;0.10;26.70;6.20;1.80;59.20;9.40;1.50;4.70;2.80;1.20;14.70;1.60;2.50;1.40;1.10;3.20;18.90;18.70;27.10;3.00;56.80;22.60;2.40;14.90;98.70;12.40;6.10;39.80;31.60;1.20
31/03/1985;1.90;10.00;0.30;16.50;4.90;0.20;60.50;5.10;4.70;0.50;3.00;6.20;17.70;2.30;10.70;5.90;3.30;5.20;22.20;31.80;25.30;1.20;25.60;7.70;8.40;6.20;94.70;18.30;23.40;31.10;31.60;1.20
30/04/1985;17.60;3.70;0.30;4.20;43.60;0.10;100.10;21.10;52.00;11.40;26.10;5.50;74.30;1.80;31.60;10.40;7.70;0.00;80.60;33.60;62.20;59.60;1.60;137.40;2.40;19.60;148.80;102.50;59.90;79.30;22.10;12.80
31/05/1985;21.50;0.00;0.10;233.40;46.90;1.20;111.90;8.10;67.20;6.60;55.70;37.70;77.90;10.70;54.30;23.70;49.20;1.70;63.10;80.10;72.30;58.30;371.00;72.80;0.10;0.30;97.40;81.40;101.40;55.40;142.20;21.40
30/06/1985;137.10;0.30;0.30;124.70;46.30;95.80;258.10;47.40;229.60;51.40;161.80;206.40;161.80;242.80;200.40;200.40;235.50;166.20;87.80;260.90;205.40;174.60;140.10;169.10;89.60;13.10;312.20;192.70;147.50;214.20;131.40;107.60
31/07/1985;85.40;0.80;19.60;142.70;20.20;102.60;256.00;74.50;130.60;96.90;104.20;240.60;156.80;174.20;140.40;165.00;184.00;282.40;14.70;291.70;191.40;133.70;165.50;263.70;167.00;106.00;268.40;132.90;94.20;263.30;175.70;81.10
31/08/1985;68.30;0.00;22.90;194.10;30.00;122.50;249.00;61.20;109.20;99.10;90.50;244.50;59.80;130.30;153.20;184.70;107.60;257.50;47.10;236.90;144.00;58.10;143.30;79.90;140.20;70.10;302.90;53.50;105.90;169.30;156.90;65.30
30/09/1985;47.60;13.50;18.50;154.60;44.30;103.00;259.00;66.20;68.70;76.40;46.50;176.50;66.50;121.80;121.50;100.80;142.20;165.80;51.00;195.50;155.60;57.10;154.00;99.10;158.20;58.00;260.80;62.60;94.30;184.60;179.20;47.10
31/10/1985;50.70;17.30;15.60;32.80;41.60;52.40;192.00;14.20;49.10;49.40;30.80;81.80;19.70;61.10;35.20;49.00;32.60;46.10;73.80;124.80;105.00;21.30;67.20;39.20;73.80;31.60;277.80;91.30;38.30;113.00;69.00;29.00
30/11/1985;4.30;64.50;6.60;60.20;8.80;8.10;106.40;9.20;0.20;2.50;8.40;25.50;21.90;10.10;17.40;17.70;6.20;11.50;11.50;69.50;42.30;7.10;100.80;33.00;10.30;21.10;220.00;15.70;6.60;54.70;58.10;3.80
31/12/1985;23.40;28.60;1.10;4.00;6.70;2.80;90.50;6.80;0.30;24.30;2.70;4.80;17.80;5.10;6.30;5.00;3.00;10.90;12.50;32.10;38.20;1.70;53.60;29.00;24.50;5.60;222.00;33.70;6.50;59.40;45.70;26.50
31/01/1986;0.10;12.60;2.30;17.40;6.10;4.60;92.60;7.40;0.00;2.00;0.00;0.40;4.90;0.60;0.10;0.90;2.60;0.00;2.40;9.60;15.00;0.60;32.40;5.00;7.90;9.30;204.10;3.30;0.90;16.90;25.80;3.90
28/02/1986;3.70;43.00;3.70;16.70;5.10;5.60;33.20;9.90;0.00;7.60;3.00;0.60;5.40;7.90;1.50;2.90;2.90;18.70;9.70;33.40;17.10;0.30;18.60;4.10;21.80;16.70;76.50;9.00;3.70;30.80;26.10;6.10
31/03/1986;0.00;44.30;0.00;4.90;2.80;0.00;50.30;5.00;0.20;0.10;0.00;0.40;16.80;0.00;1.90;0.00;1.20;0.00;4.10;5.90;12.70;18.00;23.80;8.50;3.00;5.40;88.10;3.80;1.10;19.60;15.60;1.20
30/04/1986;10.20;1.70;11.10;31.70;41.30;0.50;36.90;5.90;21.70;17.20;19.80;14.80;50.90;4.30;37.70;3.00;29.40;0.30;69.60;51.50;43.90;125.60;50.30;100.80;1.50;7.50;18.00;37.60;49.30;26.80;60.80;8.90
31/05/1986;17.00;0.20;0.20;47.70;43.00;6.90;239.20;17.00;70.30;15.20;26.80;63.20;83.00;45.70;95.10;23.90;60.20;4.00;91.60;139.20;88.30;51.70;96.60;51.10;2.00;15.20;249.30;71.20;84.00;77.60;78.10;20.00
30/06/1986;123.90;0.70;0.00;188.60;83.40;119.60;155.50;50.60;236.30;113.30;197.60;184.70;155.90;167.50;176.70;133.10;156.30;86.50;137.80;179.70;250.70;136.70;248.20;188.90;35.70;13.50;122.60;163.90;184.30;236.40;136.20;115.80
31/07/1986;51.80;1.50;14.20;161.80;14.30;150.00;171.60;134.70;105.20;146.60;83.20;140.70;104.30;190.10;117.10;125.70;75.30;144.50;21.70;181.60;133.80;58.80;89.40;121.60;124.80;118.50;96.30;58.30;66.40;185.90;116.90;135.30
31/08/1986;32.70;2.20;49.60;179.70;20.50;138.50;196.50;93.20;119.30;73.00;64.80;163.50;50.90;149.90;111.30;105.50;50.60;224.30;30.10;185.30;112.60;43.40;72.50;29.00;161.80;100.40;154.00;52.30;72.10;155.90;136.10;54.10
30/09/1986;98.10;11.60;18.40;119.80;91.30;193.10;189.90;62.30;80.10;152.40;77.70;131.90;76.90;112.30;90.10;121.90;60.00;116.50;145.40;238.40;135.10;37.80;134.80;93.70;117.30;81.60;165.10;126.00;59.90;186.60;154.90;75.90
31/10/1986;80.80;21.50;21.00;121.50;58.90;142.90;120.40;17.80;51.20;77.60;44.00;55.70;71.80;75.90;47.30;47.30;30.00;62.50;62.10;119.50;116.30;32.50;121.40;105.90;135.60;19.40;180.10;83.00;46.40;130.60;118.30;30.50
30/11/1986;15.20;10.30;0.90;42.80;11.20;19.00;100.80;9.40;4.00;9.90;12.30;19.10;47.50;12.80;12.70;21.70;11.60;9.60;34.90;71.10;81.60;19.80;61.90;60.60;6.30;14.70;236.60;44.20;17.70;117.90;53.20;7.70
31/12/1986;1.60;25.00;19.40;37.30;34.40;5.70;48.20;34.30;0.00;38.60;9.40;11.30;19.60;9.20;7.80;10.50;2.30;13.40;60.20;46.90;48.40;6.30;140.00;31.30;28.60;46.80;142.60;38.50;10.50;82.80;105.50;20.90
31/01/1987;23.90;28.90;0.80;60.10;16.20;7.30;36.40;8.20;0.00;19.20;11.90;1.90;13.80;15.10;1.50;4.60;1.10;56.80;39.60;1.00;21.30;4.20;86.30;16.00;13.80;4.70;70.50;29.60;0.60;10.90;35.20;51.30
28/02/1987;38.70;48.60;2.70;0.30;34.10;23.90;44.50;6.10;5.80;14.70;31.60;0.50;6.10;46.90;4.70;4.50;0.70;54.20;32.10;6.00;19.40;6.30;55.60;19.60;22.10;23.30;78.50;21.50;3.80;10.60;12.90;44.80
31/03/1987;0.00;27.60;0.00;1.80;8.70;0.70;61.80;3.70;4.40;0.00;76.70;3.50;18.80;61.40;10.40;4.90;3.00;13.40;17.10;21.30;27.60;21.50;61.20;15.90;9.10;2.00;83.50;22.10;5.30;35.60;20.70;3.20
30/04/1987;8.60;10.60;0.90;10.00;22.80;5.00;29.90;52.00;19.50;6.60;17.70;7.80;34.10;9.30;25.60;46.10;6.40;0.40;37.90;28.40;27.20;20.70;16.70;38.70;9.30;4.30;28.30;24.70;30.80;27.70;9.20;6.50
31/05/1987;45.40;1.20;0.40;101.90;75.00;3.20;67.10;30.10;48.70;24.50;40.10;28.90;68.10;32.20;41.10;33.80;22.00;9.00;75.10;55.30;68.50;44.50;327.30;136.00;8.50;15.90;55.40;114.90;63.30;61.70;137.80;25.90
30/06/1987;42.50;0.10;0.10;183.90;50.10;88.90;375.40;31.20;108.10;42.60;56.20;179.60;111.40;137.70;149.10;92.60;145.50;92.50;147.70;232.40;167.80;113.10;168.20;142.80;23.20;10.50;341.90;142.80;139.50;215.70;132.20;55.90
31/07/1987;112.20;0.80;28.90;189.80;47.70;287.00;377.70;106.70;215.10;90.00;142.40;292.60;128.30;234.60;220.90;259.00;256.00;304.20;82.30;308.90;215.60;129.50;88.80;276.50;133.80;83.80;289.40;134.50;141.60;280.50;132.50;116.20
31/08/1987;36.40;1.60;25.30;190.70;56.30;162.40;272.40;128.00;172.20;161.40;104.60;194.10;54.40;179.40;158.70;117.30;103.70;293.40;90.30;76.90;135.50;56.10;107.30;56.60;133.10;98.10;275.20;70.00;117.80;111.90;114.10;70.60
30/09/1987;44.20;11.10;36.70;126.70;49.00;104.60;257.90;73.40;116.30;87.80;76.10;196.70;84.70;111.90;107.10;82.70;136.00;194.30;127.90;170.30;179.10;56.00;107.30;149.00;99.60;33.10;281.20;84.90;64.80;230.40;189.40;105.10
31/10/1987;0.00;81.30;14.20;71.80;25.40;21.20;94.40;10.10;0.00;11.10;0.80;26.40;32.40;33.20;7.90;17.40;6.90;12.30;29.90;22.50;97.50;19.00;71.80;21.50;21.90;7.70;241.90;38.80;0.30;67.70;71.50;2.60
30/11/1987;15.90;41.50;4.70;105.50;6.40;18.20;90.80;3.80;3.10;6.00;11.30;19.10;47.50;15.40;12.80;9.70;5.60;6.10;9.40;53.80;110.40;13.50;134.70;24.60;9.80;4.10;214.50;12.70;9.60;78.80;72.80;4.80
31/12/1987;4.00;63.90;6.10;21.60;4.40;9.30;95.50;13.70;0.00;15.30;10.00;0.90;8.30;12.60;1.40;3.80;1.70;14.80;12.70;15.30;23.20;4.40;71.20;7.40;35.60;34.20;166.30;3.80;4.70;25.20;57.00;28.70
31/01/1988;0.00;41.60;0.60;0.50;4.00;1.60;105.40;8.40;0.00;5.20;0.10;0.40;7.50;0.80;2.20;1.60;0.80;2.30;29.30;53.60;35.20;3.60;41.70;14.80;6.30;12.60;201.20;34.00;4.00;47.50;41.50;2.10
29/02/1988;0.00;20.20;0.00;19.40;8.20;0.00;115.70;4.20;10.90;3.30;0.00;0.80;13.50;0.00;4.60;0.90;0.60;0.50;13.60;0.60;26.70;2.10;14.00;14.70;2.70;1.20;161.60;15.70;6.20;29.50;34.20;1.80
31/03/1988;2.00;15.30;0.20;107.70;1.20;3.90;44.50;4.20;36.30;1.60;7.40;3.30;60.60;6.60;31.70;16.40;13.60;1.30;17.50;9.30;28.80;41.90;90.90;43.60;4.20;8.90;64.60;18.80;16.90;30.70;40.20;3.50
30/04/1988;17.90;47.30;13.10;3.90;13.50;3.50;36.00;22.10;12.60;2.20;35.70;0.50;40.10;12.30;8.50;1.70;5.60;2.60;51.40;19.60;56.50;24.70;19.00;62.10;10.80;11.20;47.40;41.40;17.50;44.40;15.00;19.30
31/05/1988;0.00;3.00;0.10;13.80;32.30;0.30;45.10;4.20;72.00;4.10;1.30;8.90;46.30;0.60;25.30;2.80;14.60;0.70;50.60;130.50;68.40;31.40;11.60;65.60;2.20;0.80;31.70;55.70;43.00;70.10;50.40;5.50
30/06/1988;38.30;0.00;1.50;329.90;24.00;89.40;332.40;43.80;174.90;75.60;59.20;334.50;124.00;106.20;159.80;152.30;184.50;181.50;80.20;321.30;219.60;96.90;268.10;171.40;29.60;0.60;305.30;163.50;149.50;229.80;201.80;95.10
31/07/1988;119.90;0.10;14.30;281.20;87.40;181.00;231.70;101.70;193.80;149.10;148.30;247.90;138.50;244.40;207.00;173.60;169.90;271.80;84.40;414.40;190.20;151.90;128.50;187.30;147.60;185.10;185.50;104.10;123.70;245.10;232.40;131.60
31/08/1988;102.20;6.50;18.90;221.90;70.30;235.40;412.10;118.80;142.50;119.80;129.20;374.80;125.90;204.60;214.00;279.20;133.40;349.90;156.70;348.60;225.00;141.00;110.50;269.10;251.20;105.70;411.80;205.40;142.30;218.40;170.10;114.50
30/09/1988;73.60;2.50;43.30;138.20;112.80;183.40;347.30;53.90;92.30;56.40;90.40;214.80;128.00;122.30;161.20;142.30;111.90;140.90;258.70;249.70;195.00;77.00;102.50;158.90;95.00;90.50;245.80;163.60;92.10;199.30;141.90;50.40
31/10/1988;29.50;1.20;5.70;85.10;17.60;67.50;216.90;35.70;15.00;8.90;38.10;67.00;29.30;47.20;30.10;21.40;14.50;40.10;32.20;74.90;98.00;35.00;41.50;40.70;31.70;41.90;434.30;49.40;18.20;95.30;67.50;8.60
30/11/1988;12.80;19.30;0.90;34.50;7.90;14.80;117.40;2.70;17.90;4.90;11.00;5.30;15.50;12.30;10.50;3.10;1.10;1.90;1.20;14.30;44.00;7.00;78.40;6.30;7.10;0.70;243.50;12.10;8.70;35.50;42.20;7.40
31/12/1988;10.60;35.50;10.40;38.60;4.80;8.00;61.00;11.30;2.90;20.50;9.30;0.10;7.60;9.10;1.70;0.30;1.50;7.00;1.90;5.30;32.10;3.00;37.10;7.00;25.60;36.10;135.60;7.80;2.00;33.40;28.20;1.30
31/01/1989;0.00;17.20;27.70;60.00;6.80;0.00;86.70;9.90;0.40;7.60;0.00;1.40;13.60;0.00;0.90;0.00;2.40;1.10;17.20;9.60;25.30;2.80;148.90;11.30;20.50;29.00;176.10;22.20;1.50;25.10;59.20;5.90
28/02/1989;0.00;12.00;11.90;3.60;4.80;0.00;43.70;13.10;0.00;4.00;0.30;0.20;30.70;0.00;1.60;0.40;0.80;1.30;11.10;11.90;29.20;10.60;7.10;29.40;15.40;20.70;59.50;11.40;2.90;25.30;7.50;2.20
31/03/1989;0.00;22.90;0.50;17.30;2.60;0.00;43.50;11.90;1.90;1.80;0.20;1.50;22.00;0.00;1.70;0.00;1.00;0.30;2.30;11.60;27.20;1.20;21.20;2.30;2.70;6.90;60.00;0.80;5.00;26.10;23.10;0.60
30/04/1989;2.60;2.70;0.00;1.30;10.70;0.80;41.90;5.90;17.20;1.60;6.10;4.10;42.00;2.70;10.00;3.20;12.20;1.00;25.70;25.40;36.50;12.90;24.40;43.10;1.00;1.90;45.40;37.50;19.30;39.80;41.20;4.50
31/05/1989;24.70;1.10;0.10;10.20;29.80;7.50;120.20;8.10;80.10;9.70;48.80;19.50;46.50;26.90;56.10;9.90;23.20;2.70;12.40;109.20;35.70;31.50;56.80;21.90;7.70;2.60;109.20;3.10;53.80;47.00;46.20;18.60
30/06/1989;10.60;0.00;0.00;177.80;57.30;34.30;242.40;17.40;84.90;4.10;19.40;238.80;125.00;28.80;111.40;106.30;148.50;42.10;36.80;305.70;200.70;77.60;204.50;112.90;40.70;4.70;199.90;88.10;136.10;195.40;215.60;40.00
31/07/1989;44.60;0.70;23.20;188.60;15.30;85.40;161.20;77.30;97.90;76.30;51.40;198.40;107.50;103.20;124.90;133.50;111.80;183.80;60.80;243.80;141.10;74.60;133.00;91.10;153.20;102.80;97.40;176.00;86.60;244.50;182.40;101.50
31/08/1989;232.70;0.80;79.10;230.50;49.00;363.20;261.40;117.10;174.00;123.80;263.00;269.00;141.50;392.20;213.10;180.10;176.30;311.60;90.60;263.80;195.20;156.90;159.20;270.10;188.70;129.50;225.50;67.20;183.70;202.30;172.30;114.60
30/09/1989;39.60;8.60;32.50;331.00;43.70;137.50;382.00;54.60;87.80;57.60;48.50;361.30;160.60;79.10;136.60;166.10;123.60;134.90;106.90;234.10;144.30;66.10;320.90;140.10;99.20;54.80;432.60;33.30;78.20;218.50;348.20;45.40
31/10/1989;9.10;12.10;11.30;113.00;26.40;33.30;219.40;26.00;29.00;29.10;11.20;126.40;52.70;20.00;58.30;33.90;47.40;58.70;29.20;59.00;76.20;19.40;115.40;36.30;43.50;34.00;343.10;29.90;42.70;76.10;126.20;22.60
30/11/1989;27.50;1.60;7.90;26.30;53.40;42.50;123.60;9.20;3.50;46.00;23.10;19.20;41.20;32.90;23.60;10.20;6.60;35.60;17.30;50.30;70.70;10.20;61.20;32.90;27.00;11.70;193.50;22.60;15.40;74.70;55.60;35.20
31/12/1989;12.70;9.90;20.70;40.40;22.30;19.50;120.50;22.60;15.30;24.20;11.90;4.70;20.30;18.90;12.60;18.00;3.80;15.90;54.30;67.80;41.60;12.50;113.90;45.00;29.20;32.10;247.90;70.70;14.70;98.90;91.70;23.40
31/01/1990;15.50;36.40;16.00;20.00;8.70;20.20;84.80;12.80;0.70;25.60;14.40;6.10;21.80;14.70;6.50;4.60;5.70;24.40;12.70;14.50;23.70;8.30;72.90;18.20;41.20;22.70;174.60;12.60;2.20;27.60;46.80;19.40
28/02/1990;13.00;22.90;3.80;2.90;23.40;12.40;80.40;8.30;5.90;23.60;14.20;2.80;37.70;17.70;9.80;5.00;2.50;28.90;48.20;47.60;41.60;10.60;15.90;31.20;32.10;15.20;166.50;39.50;9.80;62.30;31.50;17.70
31/03/1990;8.00;17.60;1.10;27.50;4.20;9.10;88.60;4.10;9.10;2.90;22.00;3.50;35.00;17.60;12.90;5.20;4.70;9.00;13.30;38.10;40.00;25.80;48.00;24.90;6.70;6.80;118.00;12.30;11.20;54.80;44.40;9.70
30/04/1990;3.10;6.20;0.00;29.90;2.20;2.70;18.20;0.90;24.90;1.20;6.50;9.20;48.90;4.60;27.30;20.70;20.80;1.50;5.80;36.40;73.60;16.50;66.80;38.20;4.30;0.40;20.80;4.80;46.30;66.30;63.20;1.90
31/05/1990;21.40;0.00;0.20;50.10;37.10;11.00;157.20;10.40;63.20;12.00;45.20;67.90;71.30;31.80;88.50;44.10;81.30;8.90;76.20;106.40;101.20;46.40;92.30;71.80;11.20;2.00;156.20;88.00;78.50;85.80;69.30;23.60
30/06/1990;53.10;1.50;3.30;149.60;22.10;88.60;205.30;32.70;140.30;34.00;71.90;182.60;94.80;111.50;154.40;153.90;148.80;84.80;42.60;183.20;146.90;64.80;115.10;94.10;35.10;57.80;207.40;75.50;96.20;142.70;90.20;50.00
31/07/1990;190.40;3.10;38.90;253.90;68.00;266.10;175.30;232.00;218.50;232.90;220.70;210.90;170.90;378.90;273.60;188.40;193.80;505.70;121.90;196.90;188.30;144.60;151.90;178.50;350.00;249.10;134.30;250.20;151.00;211.00;194.10;236.70
31/08/1990;185.10;6.40;96.90;215.70;39.90;311.50;237.80;104.00;161.40;144.30;210.40;225.10;142.10;319.00;216.60;198.20;138.00;440.70;81.40;211.00;138.10;126.30;101.90;230.50;251.40;189.20;234.30;109.00;101.00;172.60;168.20;169.30
30/09/1990;111.00;7.00;51.70;237.60;94.60;258.30;328.50;74.40;149.00;146.00;133.60;246.50;144.60;194.50;187.50;126.00;184.00;294.70;236.80;211.10;171.60;96.80;298.00;188.20;250.10;58.30;360.10;271.90;77.10;201.20;218.80;126.10
31/10/1990;49.50;5.10;14.70;114.10;67.40;139.90;227.60;21.70;57.20;77.40;65.30;129.40;84.20;99.20;114.80;53.30;101.20;125.90;124.90;211.80;161.50;45.70;124.70;114.50;120.80;25.40;341.40;143.70;76.70;214.50;153.30;58.90
30/11/1990;10.70;21.80;9.60;48.30;15.40;20.80;113.50;4.40;0.30;14.10;9.60;23.40;36.30;14.40;13.00;13.50;11.30;14.20;19.50;64.00;65.20;11.50;85.70;38.30;21.30;18.10;213.10;28.20;11.60;87.50;68.70;13.50
31/12/1990;11.00;37.00;26.50;23.80;13.10;21.10;116.00;20.30;4.80;34.40;10.10;7.60;23.50;14.90;10.40;20.90;3.90;17.70;16.60;43.30;38.30;6.90;62.10;29.60;43.00;37.70;197.80;16.50;6.60;58.40;54.20;19.30
31/01/1991;0.00;7.30;9.30;50.50;14.10;1.00;31.00;21.60;13.50;1.60;3.00;1.20;17.60;1.40;11.20;2.90;1.10;0.70;13.70;6.50;15.30;8.50;31.50;9.60;10.20;21.80;176.70;10.80;1.10;53.90;58.60;3.40
28/02/1991;19.60;23.70;14.70;71.90;23.20;2.50;11.00;25.30;2.60;3.90;8.90;0.30;18.10;5.10;2.90;6.10;0.80;1.50;16.60;3.70;16.20;8.80;31.80;19.40;6.30;49.20;97.80;17.80;1.90;31.20;38.80;11.80
31/03/1991;0.00;40.90;2.80;5.20;8.20;0.00;6.50;4.30;0.00;0.00;0.00;0.00;2.80;0.00;0.00;0.00;0.00;0.00;11.30;10.80;6.80;0.00;19.20;3.40;1.50;37.20;28.20;19.00;2.10;19.80;12.20;0.00
30/04/1991;0.00;0.00;0.00;5.70;18.20;0.00;42.80;0.90;40.60;0.30;2.50;0.90;22.80;0.00;11.50;0.90;14.90;0.00;48.30;12.60;34.00;6.90;15.30;8.50;0.00;0.00;3.20;47.70;25.90;18.30;3.20;2.00
31/05/1991;3.70;0.00;0.00;84.10;12.70;0.00;125.60;0.00;72.20;0.10;11.80;62.40;23.40;2.30;42.80;2.50;65.60;0.00;64.00;100.30;123.90;9.60;25.10;34.50;0.00;0.00;76.00;66.10;72.10;106.90;31.90;5.00
30/06/1991;72.00;0.00;0.00;115.10;90.80;83.60;250.70;30.60;281.90;23.60;151.40;203.00;144.30;117.80;183.50;141.00;248.10;84.50;108.40;333.50;232.70;141.30;49.40;92.30;14.50;5.20;231.70;157.00;144.40;247.60;77.50;58.60
31/07/1991;348.90;0.00;0.00;184.90;49.70;90.30;148.70;219.70;357.50;248.30;547.00;122.20;169.30;295.40;258.70;188.10;356.90;300.70;76.80;122.00;224.80;334.70;158.00;369.20;113.60;44.70;185.30;192.10;59.60;250.70;182.00;320.10
31/08/1991;90.70;0.00;1.40;210.70;29.50;174.30;186.70;82.60;88.20;128.40;77.50;134.90;41.50;161.60;147.60;162.20;173.50;177.80;21.50;80.30;98.00;34.50;148.30;39.30;294.60;76.40;290.50;31.80;73.70;198.00;233.60;115.40
30/09/1991;51.90;2.70;10.70;211.00;151.40;162.20;167.30;89.50;159.90;158.70;169.30;229.20;301.10;177.00;161.40;181.50;288.80;272.70;168.30;161.90;310.10;167.70;209.30;156.20;205.70;67.00;226.00;289.00;156.90;418.90;159.70;123.90
31/10/1991;39.30;1.10;2.60;124.20;6.50;104.90;155.40;6.10;162.60;16.60;49.80;181.80;91.60;71.50;106.10;92.50;277.50;71.50;51.40;165.50;183.10;23.50;212.00;39.10;6.70;5.50;335.50;71.40;84.10;311.50;200.30;30.70
30/11/1991;0.00;3.60;3.40;77.80;16.10;53.50;43.70;37.90;29.50;43.20;17.80;12.20;48.70;29.80;24.40;17.60;27.20;45.70;34.50;24.40;67.70;22.30;45.70;26.80;168.90;30.10;295.50;45.20;56.50;152.30;25.40;15.20
31/12/1991;23.10;14.40;3.80;144.40;51.10;3.00;45.00;68.50;12.10;54.00;50.40;7.00;45.80;21.50;12.50;4.40;20.90;41.20;61.10;13.00;35.00;34.00;112.90;49.90;80.00;74.30;234.20;97.60;6.90;123.50;150.30;34.90
31/01/1992;135.70;15.80;21.00;56.40;64.10;262.50;62.80;41.60;36.40;121.10;138.40;45.10;68.80;285.40;42.60;118.40;68.20;180.90;77.60;19.90;72.80;122.90;39.80;105.40;180.00;39.40;204.90;101.20;63.90;99.60;26.90;120.80
29/02/1992;3.80;107.30;2.10;21.10;37.80;59.80;7.80;37.40;17.80;20.20;21.50;28.50;33.60;24.60;27.90;22.00;33.50;31.60;19.30;9.90;23.60;23.80;16.90;8.20;52.10;38.10;62.50;14.40;17.30;45.20;26.60;14.80
31/03/1992;1.70;37.00;30.50;20.30;3.60;0.00;123.60;5.90;9.80;3.60;3.50;0.70;32.70;0.90;17.90;1.00;2.10;1.50;15.40;8.80;16.50;11.50;25.10;24.70;8.10;30.20;40.40;19.10;16.10;30.10;26.10;3.40
30/04/1992;9.40;13.50;3.80;26.80;63.80;4.20;45.80;7.60;12.90;3.20;22.60;9.10;20.50;6.10;16.20;16.40;4.50;0.20;44.90;19.10;34.60;21.90;74.70;38.80;0.00;8.70;29.20;85.40;31.80;58.30;96.60;4.80
31/05/1992;23.20;0.00;0.00;197.30;116.60;0.00;24.80;32.80;118.70;25.10;78.60;37.90;115.10;24.40;112.40;40.60;119.80;24.60;118.00;49.40;95.40;85.20;24.10;84.70;0.00;8.00;52.30;113.40;209.20;74.20;10.80;45.40
30/06/1992;36.10;0.00;0.00;272.00;43.10;31.00;289.70;20.50;70.60;11.30;70.10;68.60;64.80;38.00;67.30;35.50;131.40;17.00;42.30;139.00;134.60;70.80;278.20;48.60;0.00;5.70;282.20;67.90;94.80;167.70;165.10;28.20
31/07/1992;87.60;5.30;6.20;78.90;90.50;192.30;179.60;98.00;150.00;87.20;198.50;136.30;132.60;193.00;131.70;133.50;213.40;233.40;62.90;145.30;131.90;180.80;112.60;60.20;151.00;67.10;124.20;56.80;131.70;156.30;122.60;76.20
31/08/1992;70.70;0.00;8.50;172.80;45.80;143.00;220.60;104.00;171.80;139.20;163.60;212.20;124.60;249.80;175.60;178.10;253.50;238.60;94.30;137.20;148.90;172.40;167.50;63.60;170.60;128.20;217.10;146.80;173.70;289.80;172.80;75.90
30/09/1992;46.80;9.70;31.10;267.60;53.60;347.40;235.90;59.80;189.80;43.90;124.50;308.90;95.30;192.10;244.00;250.30;298.40;213.10;74.60;140.10;196.30;117.10;196.80;71.60;130.90;58.30;432.50;73.50;164.90;370.30;235.40;63.30
31/10/1992;152.70;0.00;0.00;153.00;8.30;225.40;71.30;14.00;149.30;19.00;89.10;194.90;133.70;150.30;108.80;164.20;145.70;52.20;42.10;38.10;160.30;103.00;172.80;121.20;10.00;8.50;165.60;199.30;106.80;246.00;161.80;54.20
30/11/1992;26.10;0.00;0.00;163.80;12.10;3.70;65.70;15.30;60.90;18.60;27.60;29.40;57.90;14.10;42.50;22.30;48.80;4.70;99.00;35.70;50.50;26.60;183.30;33.10;9.80;3.10;134.30;55.70;44.60;93.30;169.70;40.00
31/12/1992;9.90;30.50;16.50;16.60;12.10;84.20;8.80;19.30;4.90;22.30;15.60;25.00;21.30;58.10;5.20;27.90;7.20;107.40;12.00;6.00;6.40;23.80;52.50;17.20;54.40;55.00;29.90;7.10;3.20;31.60;12.70;23.90
31/01/1993;15.40;218.40;61.30;84.60;10.40;31.90;7.40;21.80;11.90;6.10;9.70;4.40;23.40;16.50;8.20;9.50;0.00;20.80;24.20;11.20;8.70;13.70;222.60;18.20;17.70;85.30;62.30;19.10;4.50;43.70;211.80;13.30
28/02/1993;0.00;20.00;12.90;16.10;10.70;0.00;4.30;12.20;16.90;2.80;4.40;8.20;24.20;0.00;9.80;3.00;3.80;0.00;20.00;6.60;15.80;12.80;28.90;26.20;13.40;35.20;28.60;26.80;7.70;39.20;6.80;3.20
31/03/1993;0.00;5.10;0.00;30.80;15.20;0.00;24.30;7.50;5.30;0.00;0.50;4.80;25.70;0.00;5.10;1.10;2.70;0.00;17.00;34.10;45.10;12.60;42.80;7.70;0.00;5.70;53.80;27.30;11.10;48.80;41.60;7.90
30/04/1993;4.60;0.00;0.00;51.60;8.70;0.00;49.10;3.50;17.40;2.50;14.70;5.40;24.30;2.90;17.90;11.00;17.60;0.00;17.30;9.00;28.40;21.10;70.30;28.90;0.00;11.30;71.40;25.20;37.50;38.90;38.90;3.90
31/05/1993;7.80;0.00;0.00;78.00;40.30;0.00;90.60;14.70;20.00;8.20;12.50;3.50;40.50;3.70;14.80;4.30;7.50;3.70;51.70;15.20;31.80;30.20;203.90;62.00;5.00;4.80;100.80;110.00;21.80;78.80;113.70;14.80
